profile_identifier,layer_identifier,latitude,longitude,country_code,top,bottom,date,type,order,source,contact,license,designation,bulk_density,ca_co3,coarse_fragments,ecec,conductivity,organic_carbon,ph,clay,silt,sand,water_retention
71485,51047,2.59972222,-75.3,COL,0,17,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,0.0,,,0.1,15.0,6.1,6.0,8.0,86.0,
71485,51048,2.59972222,-75.3,COL,17,37,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,,10.0,,,4.0,6.6,4.0,8.0,88.0,
71485,51049,2.59972222,-75.3,COL,37,102,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,,10.0,,,1.0,6.6,4.0,4.0,92.0,
71485,51050,2.59972222,-75.3,COL,102,120,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,1.0,10.0,,0.1,1.0,6.5,2.0,6.0,92.0,
71487,51056,8.40972222,-75.8,COL,0,16,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,0.0,,,0.1,16.0,4.8,53.0,44.0,3.0,
71487,51057,8.40972222,-75.8,COL,16,35,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,0.0,,,0.1,3.0,6.1,61.0,12.0,27.0,
71487,51058,8.40972222,-75.8,COL,35,90,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,,,,,2.0,6.8,44.0,51.0,5.0,
71487,51059,8.40972222,-75.8,COL,90,140,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,,,,,1.0,6.7,49.0,46.0,5.0,
71490,51069,6.38,-70.54,COL,0,20,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,0.0,,,0.1,18.0,4.5,22.0,54.0,24.0,
71490,51070,6.38,-70.54,COL,20,30,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,0.0,,,0.1,3.0,4.5,28.0,48.0,24.0,
71490,51071,6.38,-70.54,COL,30,80,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,0.0,,,0.1,3.0,4.7,30.0,42.0,28.0,
71490,51072,6.38,-70.54,COL,80,140,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,0.0,,,0.1,1.0,5.0,28.0,46.0,26.0,
71490,51073,6.38,-70.54,COL,140,170,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,0.0,,,0.1,2.0,5.0,22.0,48.0,30.0,
71492,51079,3.29972222,-73.94972222,COL,0,10,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,0.0,,,0.1,240.0,3.4,,,,
71492,51080,3.29972222,-73.94972222,COL,10,20,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,0.0,,,0.1,46.0,4.3,2.0,12.0,86.0,
71492,51081,3.29972222,-73.94972222,COL,20,48,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,0.0,,,0.1,20.0,4.5,4.0,28.0,68.0,
71492,51082,3.29972222,-73.94972222,COL,48,75,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,0.0,,,0.1,7.0,4.6,10.0,22.0,68.0,
71493,51084,1.39972222,-74.9,COL,0,8,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,0.0,,,0.1,28.0,5.1,34.0,46.0,20.0,
71493,51085,1.39972222,-74.9,COL,8,20,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,0.0,,,0.1,17.0,5.3,40.0,50.0,10.0,
71493,51086,1.39972222,-74.9,COL,20,50,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,0.0,,,0.1,7.0,5.8,46.0,46.0,8.0,
71493,51087,1.39972222,-74.9,COL,50,80,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,0.0,,,0.1,5.0,5.9,44.0,44.0,12.0,
71493,51088,1.39972222,-74.9,COL,80,120,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,0.0,,,0.1,5.0,6.1,42.0,48.0,10.0,
71494,51089,5.59972222,-72.05,COL,0,10,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,0.0,4.0,,0.0,10.0,4.4,34.0,12.0,54.0,
71494,51090,5.59972222,-72.05,COL,10,28,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,0.0,4.0,,0.0,9.0,4.5,44.0,16.0,40.0,
71494,51091,5.59972222,-72.05,COL,28,68,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,0.0,4.0,,0.0,6.0,4.6,50.0,12.0,38.0,
71494,51092,5.59972222,-72.05,COL,68,90,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,0.0,4.0,,0.0,1.0,4.8,54.0,12.0,34.0,
71494,51093,5.59972222,-72.05,COL,90,110,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,0.0,4.0,,0.0,2.0,4.8,52.0,14.0,34.0,
71495,51094,6.21972222,-72.79,COL,0,32,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,0.0,1.0,,0.1,67.0,4.1,10.0,30.0,60.0,
71495,51095,6.21972222,-72.79,COL,32,49,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,0.0,1.0,,0.1,61.0,4.0,15.0,20.0,65.0,
71496,51096,2.79972222,-75.3,COL,0,20,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,,4.0,,,6.0,7.0,24.0,22.0,54.0,
71496,51097,2.79972222,-75.3,COL,20,45,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,,4.0,,,3.0,6.8,28.0,18.0,54.0,
71496,51098,2.79972222,-75.3,COL,45,84,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,,4.0,,,1.0,7.2,30.0,20.0,50.0,
71496,51099,2.79972222,-75.3,COL,84,120,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,,4.0,,,1.0,8.1,40.0,24.0,36.0,
71498,51105,2.39,-75.25,COL,0,15,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,,,,,10.0,6.6,20.0,16.0,64.0,
71498,51106,2.39,-75.25,COL,15,34,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,1.0,,,0.1,6.0,6.5,42.0,32.0,26.0,
71498,51107,2.39,-75.25,COL,34,58,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,,,,,3.0,6.8,32.0,52.0,16.0,
71498,51108,2.39,-75.25,COL,58,80,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,,10.0,,,3.0,7.1,24.0,30.0,46.0,
71498,51109,2.39,-75.25,COL,80,100,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,,,,,1.0,8.0,2.0,2.0,96.0,
71501,51120,10.94972222,-73.65,COL,0,50,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,0.0,,,0.1,39.0,5.0,16.0,26.0,58.0,
71501,51121,10.94972222,-73.65,COL,50,80,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,0.0,,,0.1,10.0,5.5,22.0,24.0,54.0,
71501,51122,10.94972222,-73.65,COL,80,100,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,0.0,,,0.1,7.0,5.6,16.0,28.0,56.0,
71667,51778,-2.44,-72.19,COL,0,20,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,0.0,1.0,,0.1,16.0,4.8,30.0,40.0,30.0,
71667,51779,-2.44,-72.19,COL,20,85,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,0.0,,,0.1,4.0,4.4,32.0,40.0,28.0,
71667,51780,-2.44,-72.19,COL,85,120,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,0.0,10.0,,0.1,3.0,4.8,42.0,36.0,22.0,
71710,51962,2.81972222,-71.04,COL,0,32,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,0.0,,,0.1,4.0,5.5,10.0,24.0,66.0,
71710,51963,2.81972222,-71.04,COL,32,68,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,0.0,,,0.1,4.0,5.7,20.0,48.0,32.0,
71710,51964,2.81972222,-71.04,COL,68,90,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,0.0,,,0.1,7.0,5.5,32.0,48.0,20.0,
71710,51965,2.81972222,-71.04,COL,90,150,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,0.0,10.0,,0.1,6.0,5.9,46.0,36.0,18.0,
71711,51966,3.09972222,-76.19972222,COL,0,25,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,0.0,,,0.1,16.0,5.6,10.0,30.0,60.0,
71711,51967,3.09972222,-76.19972222,COL,25,45,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,0.0,,,0.1,3.0,6.3,25.0,10.0,65.0,
71711,51968,3.09972222,-76.19972222,COL,45,150,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,,,,,1.0,7.5,12.0,30.0,58.0,
71745,5172,2.6,-72.56666667,COL,0,12,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,,,,0.1,2.7,6.1,3.3,21.8,75.0,35.81
71745,5173,2.6,-72.56666667,COL,12,19,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,,,,0.2,17.6,5.6,12.9,66.2,21.0,
71745,5174,2.6,-72.56666667,COL,19,43,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,,,,0.1,3.0,6.1,6.3,57.1,36.6,28.48
71745,5175,2.6,-72.56666667,COL,43,54,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,,,,0.2,2.8,5.9,8.5,77.7,13.7,
71745,5176,2.6,-72.56666667,COL,54,79,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,,,,0.1,1.5,6.0,5.1,36.7,58.3,25.26
71745,5177,2.6,-72.56666667,COL,79,86,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,,,,0.1,3.4,6.2,12.2,76.3,11.5,
71745,5178,2.6,-72.56666667,COL,86,100,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,,,,0.0,1.4,6.4,5.3,32.7,62.1,
71745,5179,2.6,-72.56666667,COL,100,103,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,,,,0.0,26.0,6.5,8.9,62.4,28.9,29.15
71745,5180,2.6,-72.56666667,COL,103,117,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,,,,0.1,2.0,6.4,7.3,44.2,48.7,
71745,5181,2.6,-72.56666667,COL,117,121,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,,,,0.0,2.9,6.7,12.3,72.7,15.1,
71745,5182,2.6,-72.56666667,COL,121,134,,perfil de suelo,,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,,,,,0.0,1.5,6.7,5.2,34.7,60.1,
Perfil 21742,,0.0,0.0,COL,,,,perfil de suelo,,IGAC,"",CC-BY-NC-ND,,,,,,,,,,,,
IGAC-AMA-PA-001,IGAC-AMA-PA-001-H1,-4.15750000179015,-69.9483333331976,COL,0,10,2/12/1994,perfil de suelo,ULTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,0.95,,,15.4,,2.63,5.2,26.0,50.0,24.0,
IGAC-AMA-PA-001,IGAC-AMA-PA-001-H2,-4.15750000179015,-69.9483333331976,COL,10,56,2/12/1994,perfil de suelo,ULTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bt1,1.44,,,10.3,,0.38,5.3,36.0,44.0,20.0,
IGAC-AMA-PA-001,IGAC-AMA-PA-001-H3,-4.15750000179015,-69.9483333331976,COL,56,115,2/12/1994,perfil de suelo,ULTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bt2,1.46,,,15.5,,0.2,5.4,54.0,34.0,12.0,
IGAC-AMA-PA-001,IGAC-AMA-PA-001-H4,-4.15750000179015,-69.9483333331976,COL,119,150,2/12/1994,perfil de suelo,ULTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bt3,1.47,,,18.1,,0.13,5.4,56.0,32.0,12.0,
IGAC-AMA-PA-002,IGAC-AMA-PA-002-H1,-4.09222219692034,-69.9905555711621,COL,0,10,2/12/1994,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.48,,,5.3,,0.52,4.8,14.0,26.0,60.0,
IGAC-AMA-PA-002,IGAC-AMA-PA-002-H2,-4.09222219692034,-69.9905555711621,COL,10,26,2/12/1994,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,AC,1.52,,,3.5,,0.34,5.1,16.0,24.0,60.0,
IGAC-AMA-PA-002,IGAC-AMA-PA-002-H3,-4.09222219692034,-69.9905555711621,COL,26,60,2/12/1994,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C1,1.58,,,2.9,,0.11,5.3,14.0,22.0,64.0,
IGAC-AMA-PA-002,IGAC-AMA-PA-002-H4,-4.09222219692034,-69.9905555711621,COL,60,100,2/12/1994,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C2,1.62,,,2.2,,0.07,5.4,6.0,8.0,86.0,
IGAC-AMA-PA-002,IGAC-AMA-PA-002-H5,-4.09222219692034,-69.9905555711621,COL,100,125,2/12/1994,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C3,1.52,,,1.6,,0.05,5.5,44.0,30.0,26.0,
IGAC-AMA-PA-003,IGAC-AMA-PA-003-H1,-3.69888889469339,-70.5658333455263,COL,0,23,7/12/1994,perfil de suelo,ULTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.17,,,16.6,,1.63,4.5,24.0,48.0,28.0,
IGAC-AMA-PA-003,IGAC-AMA-PA-003-H2,-3.69888889469339,-70.5658333455263,COL,23,42,7/12/1994,perfil de suelo,ULTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bt1,1.44,,,22.6,,0.31,5.0,44.0,42.0,14.0,
IGAC-AMA-PA-003,IGAC-AMA-PA-003-H3,-3.69888889469339,-70.5658333455263,COL,42,53,7/12/1994,perfil de suelo,ULTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bt2,1.47,,,26.7,,0.17,5.0,46.0,38.0,16.0,
IGAC-AMA-PA-003,IGAC-AMA-PA-003-H4,-3.69888889469339,-70.5658333455263,COL,53,95,7/12/1994,perfil de suelo,ULTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bt3,1.49,,,30.3,,0.08,5.0,60.0,24.0,16.0,
IGAC-AMA-PA-003,IGAC-AMA-PA-003-H5,-3.69888889469339,-70.5658333455263,COL,95,150,7/12/1994,perfil de suelo,ULTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,BC,1.48,,,28.1,,0.05,4.8,68.0,20.0,12.0,
IGAC-AMA-PA-019,IGAC-AMA-PA-019-H1,-4.13305556738762,-69.9516666762591,COL,0,18,31/5/1995,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ag,1.3,,,3.6,,0.65,,12.0,32.0,56.0,
IGAC-AMA-PA-019,IGAC-AMA-PA-019-H2,-4.13305556738762,-69.9516666762591,COL,12,0,31/5/1995,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,O,,,,,,,,,,,
IGAC-AMA-PA-019,IGAC-AMA-PA-019-H3,-4.13305556738762,-69.9516666762591,COL,18,45,31/5/1995,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cg1,1.53,,,5.4,,0.24,,18.0,28.0,54.0,
IGAC-AMA-PA-019,IGAC-AMA-PA-019-H4,-4.13305556738762,-69.9516666762591,COL,45,68,31/5/1995,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cg2,1.47,,,7.2,,0.46,,20.0,32.0,48.0,
IGAC-AMA-PA-019,IGAC-AMA-PA-019-H5,-4.13305556738762,-69.9516666762591,COL,68,88,31/5/1995,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,2Ab,0.99,,,13.4,,2.72,,10.0,32.0,58.0,
IGAC-AMA-PA-019,IGAC-AMA-PA-019-H6,-4.13305556738762,-69.9516666762591,COL,88,100,31/5/1995,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,2Cg3,1.6,,,3.2,,0.18,,4.0,4.0,92.0,
IGAC-ANT-A-230,IGAC-ANT-A-230-H1,5.88058001425531,-75.6608799797925,COL,0,65,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,,,,,,,,,,,
IGAC-AMA-PA-004,IGAC-AMA-PA-004-H1,-3.79749998181506,-70.3061111373045,COL,0,14,8/12/1994,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A,1.13,,,24.9,,1.66,4.2,56.0,26.0,18.0,
IGAC-AMA-PA-004,IGAC-AMA-PA-004-H2,-3.79749998181506,-70.3061111373045,COL,14,60,8/12/1994,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cg1,1.4,,,20.4,,0.33,4.7,74.0,20.0,6.0,
IGAC-AMA-PA-004,IGAC-AMA-PA-004-H3,-3.79749998181506,-70.3061111373045,COL,60,100,8/12/1994,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cg2,1.41,,,24.0,,0.27,4.8,74.0,20.0,6.0,
IGAC-AMA-PA-004,IGAC-AMA-PA-004-H4,-3.79749998181506,-70.3061111373045,COL,100,150,8/12/1994,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cg3,1.45,,,20.8,,0.15,5.0,71.0,13.0,16.0,
IGAC-AMA-PA-008,IGAC-AMA-PA-008-H1,-3.72944443330469,-70.6030555694991,COL,0,9,10/5/1995,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A,0.73,,,34.2,,3.53,,46.0,28.0,26.0,
IGAC-AMA-PA-008,IGAC-AMA-PA-008-H2,-3.72944443330469,-70.6030555694991,COL,3,0,10/5/1995,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Oe,,,,,,,,,,,
IGAC-AMA-PA-008,IGAC-AMA-PA-008-H3,-3.72944443330469,-70.6030555694991,COL,42,90,10/5/1995,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cg1,1.36,,,28.8,,0.58,,54.0,36.0,10.0,
IGAC-AMA-PA-008,IGAC-AMA-PA-008-H4,-3.72944443330469,-70.6030555694991,COL,70,90,10/5/1995,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cg2,1.41,,,26.4,,0.34,,64.0,28.0,8.0,
IGAC-AMA-PA-008,IGAC-AMA-PA-008-H5,-3.72944443330469,-70.6030555694991,COL,90,130,10/5/1995,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cg3,1.48,,,26.2,,0.06,,52.0,38.0,10.0,
IGAC-AMA-PA-010,IGAC-AMA-PA-010-H1,-3.85249998145134,-70.2486111351213,COL,0,25,13/5/1995,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A,1.33,,,17.1,,0.8,6.7,24.0,68.0,8.0,
IGAC-AMA-PA-010,IGAC-AMA-PA-010-H2,-3.85249998145134,-70.2486111351213,COL,25,48,13/5/1995,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bg1,1.29,,,21.3,,0.98,7.0,30.0,62.0,8.0,
IGAC-AMA-PA-010,IGAC-AMA-PA-010-H3,-3.85249998145134,-70.2486111351213,COL,48,102,13/5/1995,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bg2,1.35,,,21.4,,0.67,5.6,40.0,52.0,8.0,
IGAC-AMA-PA-010,IGAC-AMA-PA-010-H4,-3.85249998145134,-70.2486111351213,COL,102,134,13/5/1995,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cg,1.4,,,26.6,,0.43,6.3,56.0,34.0,10.0,
IGAC-AMA-PA-010,IGAC-AMA-PA-010-H5,-3.85249998145134,-70.2486111351213,COL,134,150,13/5/1995,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,2C,1.59,,,8.1,,0.1,6.2,8.0,20.0,72.0,
IGAC-AMA-PA-011,IGAC-AMA-PA-011-H1,-3.85777777227219,-70.1925000174546,COL,0,28,15/5/1995,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A,1.0,,,24.7,,1.95,4.1,40.0,32.0,28.0,17.67
IGAC-AMA-PA-011,IGAC-AMA-PA-011-H2,-3.85777777227219,-70.1925000174546,COL,28,58,15/5/1995,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw1,1.0,,,24.9,,0.55,4.6,54.0,22.0,24.0,20.33
IGAC-AMA-PA-011,IGAC-AMA-PA-011-H3,-3.85777777227219,-70.1925000174546,COL,58,102,15/5/1995,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw2,1.1,,,31.7,,0.46,4.6,52.0,24.0,24.0,23.5
IGAC-AMA-PA-011,IGAC-AMA-PA-011-H4,-3.85777777227219,-70.1925000174546,COL,102,122,15/5/1995,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C1,1.46,,,25.5,,0.21,4.8,48.0,32.0,20.0,
IGAC-AMA-PA-011,IGAC-AMA-PA-011-H5,-3.85777777227219,-70.1925000174546,COL,122,150,15/5/1995,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C2,1.5,,,20.6,,0.09,4.6,44.0,34.0,22.0,
IGAC-AMA-PA-012,IGAC-AMA-PA-012-H1,-3.93416666772533,-70.1225000117278,COL,0,21,16/5/1995,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A,1.2,,,30.5,,1.38,4.2,60.0,16.0,24.0,
IGAC-AMA-PA-012,IGAC-AMA-PA-012-H2,-3.93416666772533,-70.1225000117278,COL,21,75,16/5/1995,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bg1,1.36,,,26.5,,0.58,4.6,64.0,26.0,10.0,
IGAC-AMA-PA-012,IGAC-AMA-PA-012-H3,-3.93416666772533,-70.1225000117278,COL,75,150,16/5/1995,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bg2,1.42,,,25.9,,0.31,4.7,64.0,24.0,12.0,
IGAC-AMA-PA-020,IGAC-AMA-PA-020-H1,-2.77277776048958,-69.8219444428444,COL,0,15,5/6/1995,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.19,,,15.2,,1.55,4.5,24.0,48.0,28.0,
IGAC-AMA-PA-020,IGAC-AMA-PA-020-H2,-2.77277776048958,-69.8219444428444,COL,15,48,5/6/1995,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw1,1.46,,,12.3,,0.37,5.5,24.0,44.0,32.0,
